dataset_doi,class_id,class_label,split,sample_id,mode,archive_member,local_relative_path,bytes,sha256
10.5281/zenodo.18061204,class17,Oolite,train,Oolitic.17,PPL,carbonate_1223/PPL-1223/train/class17/Oolitic.17.jpg,data/raw/PPL/train/class17_oolite/Oolitic.17.jpg,532510,bdf5ac16400a98ab18a19d3dc8ef8ae5d75fccf3dc303abdf5578038e2e5d206
10.5281/zenodo.18061204,class17,Oolite,train,Oolitic.18,PPL,carbonate_1223/PPL-1223/train/class17/Oolitic.18.jpg,data/raw/PPL/train/class17_oolite/Oolitic.18.jpg,524709,3c779ae2d08438b5cc2b2be113783651197a7d71ad6fa76a7f7ea30101ce4ba3
10.5281/zenodo.18061204,class17,Oolite,train,Oolitic.20,PPL,carbonate_1223/PPL-1223/train/class17/Oolitic.20.jpg,data/raw/PPL/train/class17_oolite/Oolitic.20.jpg,583401,e0b1044ffb37dfdfab11a8afad17da96a1a9a19560521ae3386ddcc7e763e889
10.5281/zenodo.18061204,class17,Oolite,train,Oolitic.25,PPL,carbonate_1223/PPL-1223/train/class17/Oolitic.25.jpg,data/raw/PPL/train/class17_oolite/Oolitic.25.jpg,583859,a31d5a3ea5987f96b46b1e433fe659ddca7ff0c3b4a21b17472348a30f692c79
10.5281/zenodo.18061204,class17,Oolite,train,Oolitic.27,PPL,carbonate_1223/PPL-1223/train/class17/Oolitic.27.jpg,data/raw/PPL/train/class17_oolite/Oolitic.27.jpg,582812,e8e4daae064fc74e3e7083a0206a7618a665df64b25db1e3d154ab25dbaebcc9
10.5281/zenodo.18061204,class17,Oolite,train,Oolitic.3,PPL,carbonate_1223/PPL-1223/train/class17/Oolitic.3.jpg,data/raw/PPL/train/class17_oolite/Oolitic.3.jpg,835171,8c157109acfb1b00bf83dc7fe0610700ca017bd70ca8227ad5d677be333c0045
10.5281/zenodo.18061204,class17,Oolite,train,Oolitic.31,PPL,carbonate_1223/PPL-1223/train/class17/Oolitic.31.jpg,data/raw/PPL/train/class17_oolite/Oolitic.31.jpg,535660,3fbf548594c5806a299e3822c9559f6e00a2ed56d02b46d1ed765e150662c208
10.5281/zenodo.18061204,class17,Oolite,train,Oolitic.5,PPL,carbonate_1223/PPL-1223/train/class17/Oolitic.5.jpg,data/raw/PPL/train/class17_oolite/Oolitic.5.jpg,809109,2b9e91e719dde148b39c84f7fee1392a2a0dbea7cf214d94c16bfb74a702dd44
10.5281/zenodo.18061204,class17,Oolite,train,Oolitic.61,PPL,carbonate_1223/PPL-1223/train/class17/Oolitic.61.jpg,data/raw/PPL/train/class17_oolite/Oolitic.61.jpg,551694,f88952954c769036f6452c84eec547626d386645fbcbd20ee7e7ff8400958f3e
10.5281/zenodo.18061204,class17,Oolite,train,Oolitic.63,PPL,carbonate_1223/PPL-1223/train/class17/Oolitic.63.jpg,data/raw/PPL/train/class17_oolite/Oolitic.63.jpg,67061,c50e0451a8df0f48a773fcfe3009a64213f7d82ca86ac0767e2109dcdc12a340
10.5281/zenodo.18061204,class17,Oolite,train,Oolitic.65,PPL,carbonate_1223/PPL-1223/train/class17/Oolitic.65.jpg,data/raw/PPL/train/class17_oolite/Oolitic.65.jpg,540533,56c9368529e3462d9deb9c7b82bf8a88cca8662fe7a9019f67d621104930eb7a
10.5281/zenodo.18061204,class17,Oolite,train,Oolitic.66,PPL,carbonate_1223/PPL-1223/train/class17/Oolitic.66.jpg,data/raw/PPL/train/class17_oolite/Oolitic.66.jpg,517166,f0533081e3c396375e23168fa9ecc75a035effdc9ce9704903c98726cd9caa49
10.5281/zenodo.18061204,class17,Oolite,train,Oolitic.76,PPL,carbonate_1223/PPL-1223/train/class17/Oolitic.76.jpg,data/raw/PPL/train/class17_oolite/Oolitic.76.jpg,546547,2d44ef9afc9528f23b71a174b536805301d0ff1d3fc940c0f27fcccf214eea06
10.5281/zenodo.18061204,class17,Oolite,train,Oolitic.88,PPL,carbonate_1223/PPL-1223/train/class17/Oolitic.88.jpg,data/raw/PPL/train/class17_oolite/Oolitic.88.jpg,486121,ae48b092c90a31b09b8ee4a0d7cb32dbb6e01cf489eb08e5f2e9f7ecd0da8b10
10.5281/zenodo.18061204,class17,Oolite,train,Oolitic.9,PPL,carbonate_1223/PPL-1223/train/class17/Oolitic.9.jpg,data/raw/PPL/train/class17_oolite/Oolitic.9.jpg,556337,1e62a06dd26f7bb9c1d31352664372e4a82eb5fabd4bcbc70cac84982affea83
10.5281/zenodo.18061204,class17,Oolite,train,Oolitic.93,PPL,carbonate_1223/PPL-1223/train/class17/Oolitic.93.jpg,data/raw/PPL/train/class17_oolite/Oolitic.93.jpg,515595,42a3f51174635a8a1b40a0ff7ccda01915e7a102580a3592330e7a9d8dcbda6b
10.5281/zenodo.18061204,class17,Oolite,train,Oolitic.97,PPL,carbonate_1223/PPL-1223/train/class17/Oolitic.97.jpg,data/raw/PPL/train/class17_oolite/Oolitic.97.jpg,512044,7298977269e69e71874463e8acdb6fe46d34b4c3b1692e20210487208c8f31ab
10.5281/zenodo.18061204,class17,Oolite,train,Oolitic.99,PPL,carbonate_1223/PPL-1223/train/class17/Oolitic.99.jpg,data/raw/PPL/train/class17_oolite/Oolitic.99.jpg,479482,580ba8752a0136e835eab90726e466b5f0074c91efba42b9852bd193aca53a73
10.5281/zenodo.18061204,class22,Pore,train,Vug.1770,PPL,carbonate_1223/PPL-1223/train/class22/Vug.1770.jpg,data/raw/PPL/train/class22_pore/Vug.1770.jpg,742961,caa02569278f1f0836ce8ab6fa1e339b1357286811e2c8451046c329a31fa522
10.5281/zenodo.18061204,class22,Pore,train,Vug.1798,PPL,carbonate_1223/PPL-1223/train/class22/Vug.1798.jpg,data/raw/PPL/train/class22_pore/Vug.1798.jpg,585860,eb532777df444b71348f92c19a644064c82a6c6277ec9280bfaf7b54d5a88ee2
10.5281/zenodo.18061204,class22,Pore,train,Vug.1946,PPL,carbonate_1223/PPL-1223/train/class22/Vug.1946.jpg,data/raw/PPL/train/class22_pore/Vug.1946.jpg,702531,14b4d73fc3d46ef1a5287e238ac077a480a115bdfc4fc0d77c5a977c11cfc62c
10.5281/zenodo.18061204,class22,Pore,train,Vug.1971,PPL,carbonate_1223/PPL-1223/train/class22/Vug.1971.jpg,data/raw/PPL/train/class22_pore/Vug.1971.jpg,437649,bc7335d6cac7835464d84c4dcced19c6d7bad3fe54b6702ee06c15ed5ac00d4a
10.5281/zenodo.18061204,class22,Pore,train,Vug.1975,PPL,carbonate_1223/PPL-1223/train/class22/Vug.1975.jpg,data/raw/PPL/train/class22_pore/Vug.1975.jpg,818703,f85ecc39f58c43bf0388ee26025028f20238ce547c554dfae3482260cc62bc3a
10.5281/zenodo.18061204,class22,Pore,train,Vug.1978,PPL,carbonate_1223/PPL-1223/train/class22/Vug.1978.jpg,data/raw/PPL/train/class22_pore/Vug.1978.jpg,768538,9956998cf567b00873701c470ef9fb851085d7f81b233e8645f4e9d59029b798
10.5281/zenodo.18061204,class22,Pore,train,Vug.2399,PPL,carbonate_1223/PPL-1223/train/class22/Vug.2399.jpg,data/raw/PPL/train/class22_pore/Vug.2399.jpg,769172,963907b404fbfab58101bde910f534c0c29ecb20701b8ff0b49331d86a931af1
10.5281/zenodo.18061204,class22,Pore,train,Vug.250,PPL,carbonate_1223/PPL-1223/train/class22/Vug.250.jpg,data/raw/PPL/train/class22_pore/Vug.250.jpg,664814,40726a275612d142b21758bb7f45788e8664f865402555f943396ec3cb155e6f
10.5281/zenodo.18061204,class22,Pore,train,Vug.2501,PPL,carbonate_1223/PPL-1223/train/class22/Vug.2501.jpg,data/raw/PPL/train/class22_pore/Vug.2501.jpg,630358,3e7567d84967979ce507583c8f7ffd17174dfe6fcc21d230903ad2b438d39e47
10.5281/zenodo.18061204,class22,Pore,train,Vug.2629,PPL,carbonate_1223/PPL-1223/train/class22/Vug.2629.jpg,data/raw/PPL/train/class22_pore/Vug.2629.jpg,606976,39f59a7d39303879ce5584af9150474e7877db159611fb26795a86924197e138
10.5281/zenodo.18061204,class22,Pore,train,Vug.284,PPL,carbonate_1223/PPL-1223/train/class22/Vug.284.jpg,data/raw/PPL/train/class22_pore/Vug.284.jpg,455129,a80aa73e7875b957b826260e7ace93b8ddfd4b5a26fc70e74f977698afebabde
10.5281/zenodo.18061204,class22,Pore,train,Vug.2987,PPL,carbonate_1223/PPL-1223/train/class22/Vug.2987.jpg,data/raw/PPL/train/class22_pore/Vug.2987.jpg,612366,6b21be9669c382dac10bf9d3832e7523c3f3ea565e91d48c0d945c15f6b56d45
10.5281/zenodo.18061204,class22,Pore,train,Vug.3065,PPL,carbonate_1223/PPL-1223/train/class22/Vug.3065.jpg,data/raw/PPL/train/class22_pore/Vug.3065.jpg,780110,dd9e7aa792d633ea677788d7965ad2956c5db25c744983e4f033ba96a414ecb8
10.5281/zenodo.18061204,class22,Pore,train,Vug.3314,PPL,carbonate_1223/PPL-1223/train/class22/Vug.3314.jpg,data/raw/PPL/train/class22_pore/Vug.3314.jpg,553880,16e560901eebde878bcd2d8dada3bfb9a7ab8c53b30b4eca53ad59d151cc6c65
10.5281/zenodo.18061204,class22,Pore,train,Vug.3325,PPL,carbonate_1223/PPL-1223/train/class22/Vug.3325.jpg,data/raw/PPL/train/class22_pore/Vug.3325.jpg,464624,d6f60398a5400abb98d5ec2042d696e8d94b24b244ab605416302a78205238db
10.5281/zenodo.18061204,class22,Pore,train,Vug.3489,PPL,carbonate_1223/PPL-1223/train/class22/Vug.3489.jpg,data/raw/PPL/train/class22_pore/Vug.3489.jpg,600335,9980ae30f0914ccaebc6b7bc4ab7c29cc3e49cf9185f4c658edd11ef19b1ae91
10.5281/zenodo.18061204,class22,Pore,train,Vug.3621,PPL,carbonate_1223/PPL-1223/train/class22/Vug.3621.jpg,data/raw/PPL/train/class22_pore/Vug.3621.jpg,655369,6148deb31dbdf14cc4142846c0278b79307ddd69428a382ffa7d20f7b73247e4
10.5281/zenodo.18061204,class22,Pore,train,Vug.3717,PPL,carbonate_1223/PPL-1223/train/class22/Vug.3717.jpg,data/raw/PPL/train/class22_pore/Vug.3717.jpg,908785,ef84b0b4512bb58846b91d0940b9387b314e2a95477fe96dbac25b6fee5d5c1b
10.5281/zenodo.18061204,class22,Pore,train,Vug.3807,PPL,carbonate_1223/PPL-1223/train/class22/Vug.3807.jpg,data/raw/PPL/train/class22_pore/Vug.3807.jpg,731346,cf3461c21ee1c2712d13613d3011ce7c8785e2589be2b6406a9fb6f11153b88e
10.5281/zenodo.18061204,class22,Pore,train,Vug.499,PPL,carbonate_1223/PPL-1223/train/class22/Vug.499.jpg,data/raw/PPL/train/class22_pore/Vug.499.jpg,677259,5708052afad17140f5d126ff59f983b9c61b76776a7e0ad9691e654e12250ffc
10.5281/zenodo.18061204,class22,Pore,train,Vug.5169,PPL,carbonate_1223/PPL-1223/train/class22/Vug.5169.jpg,data/raw/PPL/train/class22_pore/Vug.5169.jpg,546243,4dbd9958f61323c8e30e11fbfb2c969ce8e06f2c0861bce17e6604a13aa4e1e0
10.5281/zenodo.18061204,class22,Pore,train,Vug.5453,PPL,carbonate_1223/PPL-1223/train/class22/Vug.5453.jpg,data/raw/PPL/train/class22_pore/Vug.5453.jpg,598875,0162e4ff233327affa8c5aa34ba2ea19f5b68c9f5f23ae4e5e62a47342bb346c
10.5281/zenodo.18061204,class22,Pore,train,Vug.561,PPL,carbonate_1223/PPL-1223/train/class22/Vug.561.jpg,data/raw/PPL/train/class22_pore/Vug.561.jpg,629422,110233c054cf30b5f8a8312717246fe7d047acb6336b4982651f2312b2da837f
10.5281/zenodo.18061204,class22,Pore,train,Vug.5776,PPL,carbonate_1223/PPL-1223/train/class22/Vug.5776.jpg,data/raw/PPL/train/class22_pore/Vug.5776.jpg,489453,fc65843cd41349c22b9a7d1ac80d43b3109fd622b6251db629f352d255890118
10.5281/zenodo.18061204,class22,Pore,train,Vug.5806,PPL,carbonate_1223/PPL-1223/train/class22/Vug.5806.jpg,data/raw/PPL/train/class22_pore/Vug.5806.jpg,557830,2d26e14bf65c4dcf2fdfa5133310235a9afa79cef298788eb110bfd07c79e565
10.5281/zenodo.18061204,class22,Pore,train,Vug.5885,PPL,carbonate_1223/PPL-1223/train/class22/Vug.5885.jpg,data/raw/PPL/train/class22_pore/Vug.5885.jpg,625011,cb83a0fd841d331dcb56cc2fe824e5ff60571f33e9b241831c54ed7aad2c3782
10.5281/zenodo.18061204,class22,Pore,train,Vug.6085,PPL,carbonate_1223/PPL-1223/train/class22/Vug.6085.jpg,data/raw/PPL/train/class22_pore/Vug.6085.jpg,444778,aeaeab5454cd86eca01d2d6f6fb0acfdc1fc58bcf61de2f78ff890e57d38aa46
10.5281/zenodo.18061204,class22,Pore,train,Vug.6105,PPL,carbonate_1223/PPL-1223/train/class22/Vug.6105.jpg,data/raw/PPL/train/class22_pore/Vug.6105.jpg,539441,8d019afa8992824f07b81f9eb326cf1b052d13edb4308d3a62b77db0d3bb3d8d
10.5281/zenodo.18061204,class22,Pore,train,Vug.6352,PPL,carbonate_1223/PPL-1223/train/class22/Vug.6352.jpg,data/raw/PPL/train/class22_pore/Vug.6352.jpg,621674,c6bbf2f41470c1913dcea6e394a5645ae40a49570389454e5256c989cc00e9fc
10.5281/zenodo.18061204,class22,Pore,train,Vug.858,PPL,carbonate_1223/PPL-1223/train/class22/Vug.858.jpg,data/raw/PPL/train/class22_pore/Vug.858.jpg,635485,efd688eff464d0f8d18ef71ebb6c2a256af2cd86d87e4e1a57263c93c409c683
10.5281/zenodo.18061204,class10,Cemented fracture,val,Fracture.11,PPL,carbonate_1223/PPL-1223/val/class10/Fracture.11.jpg,data/raw/PPL/val/class10_cemented_fracture/Fracture.11.jpg,609168,e56d80fcf2c0dad334db76d315fb1e3e90f7b6ff66065efd80b5e348f507aab8
10.5281/zenodo.18061204,class10,Cemented fracture,val,Fracture.149,PPL,carbonate_1223/PPL-1223/val/class10/Fracture.149.jpg,data/raw/PPL/val/class10_cemented_fracture/Fracture.149.jpg,805904,5821e2eeae3e2ed5b338869e1d8ac771a2f0fbd3757139f88b0f5079c70fafbd
10.5281/zenodo.18061204,class10,Cemented fracture,val,Fracture.215,PPL,carbonate_1223/PPL-1223/val/class10/Fracture.215.jpg,data/raw/PPL/val/class10_cemented_fracture/Fracture.215.jpg,471775,6d48f5836e9f48632b768dc45ccf8cd6e884176e867cc88a6db0e882b2b11841
10.5281/zenodo.18061204,class10,Cemented fracture,val,Fracture.277,PPL,carbonate_1223/PPL-1223/val/class10/Fracture.277.jpg,data/raw/PPL/val/class10_cemented_fracture/Fracture.277.jpg,676531,11e9ba65cd5ba18398fda29629238e0493386763f5d0d52b7fb3676d4881d0d4
10.5281/zenodo.18061204,class10,Cemented fracture,val,Fracture.297,PPL,carbonate_1223/PPL-1223/val/class10/Fracture.297.jpg,data/raw/PPL/val/class10_cemented_fracture/Fracture.297.jpg,621812,24cd1366fe4e18e22869d000d7e4b4a7a7f0e43104303b6f249ec9a66ea37633
10.5281/zenodo.18061204,class10,Cemented fracture,val,Fracture.311,PPL,carbonate_1223/PPL-1223/val/class10/Fracture.311.jpg,data/raw/PPL/val/class10_cemented_fracture/Fracture.311.jpg,675058,0a4eac4722fa0e2f5774700753005d0bf17cc1164d2d000f8910aede78181191
10.5281/zenodo.18061204,class10,Cemented fracture,val,Fracture.331,PPL,carbonate_1223/PPL-1223/val/class10/Fracture.331.jpg,data/raw/PPL/val/class10_cemented_fracture/Fracture.331.jpg,694904,44558fbbce4a15205e50ece18bed9e2e4039365f453602fd44e6dbf9574ed635
10.5281/zenodo.18061204,class13,Micritic limestone,val,Micritic_limestone.114,PPL,carbonate_1223/PPL-1223/val/class13/Micritic_limestone.114.jpg,data/raw/PPL/val/class13_micritic_limestone/Micritic_limestone.114.jpg,646306,58afdb2779fca8a457c5fbb1b8e8a84133891b96dbe113c65ba9f1498c54bba3
10.5281/zenodo.18061204,class13,Micritic limestone,val,Micritic_limestone.124,PPL,carbonate_1223/PPL-1223/val/class13/Micritic_limestone.124.jpg,data/raw/PPL/val/class13_micritic_limestone/Micritic_limestone.124.jpg,613251,1cf7fc993a3b00cb7c21073e8f3910f20c4b8b3b7790ee94bf0e30ed4eee0a65
10.5281/zenodo.18061204,class13,Micritic limestone,val,Micritic_limestone.157,PPL,carbonate_1223/PPL-1223/val/class13/Micritic_limestone.157.jpg,data/raw/PPL/val/class13_micritic_limestone/Micritic_limestone.157.jpg,537503,54a67e6a2519b7ae5266c8bc180085f9cf6a5925dbbbf06ca7f9cc4b854fed70
10.5281/zenodo.18061204,class13,Micritic limestone,val,Micritic_limestone.161,PPL,carbonate_1223/PPL-1223/val/class13/Micritic_limestone.161.jpg,data/raw/PPL/val/class13_micritic_limestone/Micritic_limestone.161.jpg,624117,eb7837523816387c3a989625b5fa70c9ce70c6425694b32c0038d119d1c80bcb
10.5281/zenodo.18061204,class13,Micritic limestone,val,Micritic_limestone.550,PPL,carbonate_1223/PPL-1223/val/class13/Micritic_limestone.550.jpg,data/raw/PPL/val/class13_micritic_limestone/Micritic_limestone.550.jpg,493305,d3dfd893312c2c68a0607801520095ae23f43b7edcc9b9709cac9515b9c21479
10.5281/zenodo.18061204,class13,Micritic limestone,val,Micritic_limestone.68,PPL,carbonate_1223/PPL-1223/val/class13/Micritic_limestone.68.jpg,data/raw/PPL/val/class13_micritic_limestone/Micritic_limestone.68.jpg,659813,2091a139d83f580f3bacb241a8d25cd7dfdab5cbad8c019137bc4af0bd56798c
10.5281/zenodo.18061204,class13,Micritic limestone,val,Micritic_limestone.715,PPL,carbonate_1223/PPL-1223/val/class13/Micritic_limestone.715.jpg,data/raw/PPL/val/class13_micritic_limestone/Micritic_limestone.715.jpg,112145,f3422a464bd1e2ef9b284842ddfc7c0e8eda299d9ae6d6dca1f65d8b5c9ff41d
10.5281/zenodo.18061204,class17,Oolite,val,Oolitic.1,PPL,carbonate_1223/PPL-1223/val/class17/Oolitic.1.jpg,data/raw/PPL/val/class17_oolite/Oolitic.1.jpg,66350,862ed1413d3b679e4ad582bc0f8a5470c03b3ec24c99e5c2f5db84a9860d0905
10.5281/zenodo.18061204,class17,Oolite,val,Oolitic.14,PPL,carbonate_1223/PPL-1223/val/class17/Oolitic.14.jpg,data/raw/PPL/val/class17_oolite/Oolitic.14.jpg,504211,b5841d5bce1c4d8d0841e64ad3f6661ba3e5088130a85382ebc76ccded1083bb
10.5281/zenodo.18061204,class17,Oolite,val,Oolitic.20,PPL,carbonate_1223/PPL-1223/val/class17/Oolitic.20.jpg,data/raw/PPL/val/class17_oolite/Oolitic.20.jpg,847410,4d8ee6c25ef7c63561fa581ed927e10b79769afeb0888d9367f0b0b1cf425380
10.5281/zenodo.18061204,class17,Oolite,val,Oolitic.3,PPL,carbonate_1223/PPL-1223/val/class17/Oolitic.3.jpg,data/raw/PPL/val/class17_oolite/Oolitic.3.jpg,585104,723754b474145a51c3cd75315df2efe6d609c439c02f6b5e54e965bf22db0caa
10.5281/zenodo.18061204,class17,Oolite,val,Oolitic.30,PPL,carbonate_1223/PPL-1223/val/class17/Oolitic.30.jpg,data/raw/PPL/val/class17_oolite/Oolitic.30.jpg,117892,4e27ad0b67a8167f873f7767cde9c421b7cf90d2fc31881d3cbedda630aed78d
10.5281/zenodo.18061204,class17,Oolite,val,Oolitic.34,PPL,carbonate_1223/PPL-1223/val/class17/Oolitic.34.jpg,data/raw/PPL/val/class17_oolite/Oolitic.34.jpg,109827,420963d47aa1deda34564ebd03b3b057d0747a296827b2cd0c88619c5e965d03
10.5281/zenodo.18061204,class17,Oolite,val,Oolitic.36,PPL,carbonate_1223/PPL-1223/val/class17/Oolitic.36.jpg,data/raw/PPL/val/class17_oolite/Oolitic.36.jpg,221749,6e3a69ea85d24ee7a241a888f36504887d7d126540808f0b8d2acbab17a9bc0b
10.5281/zenodo.18061204,class22,Pore,val,Vug.1256,PPL,carbonate_1223/PPL-1223/val/class22/Vug.1256.jpg,data/raw/PPL/val/class22_pore/Vug.1256.jpg,752352,a7f56d21f2af4399c73afbc37d1358e3c28314402b68e90266e3ca38152a0aac
10.5281/zenodo.18061204,class22,Pore,val,Vug.1340,PPL,carbonate_1223/PPL-1223/val/class22/Vug.1340.jpg,data/raw/PPL/val/class22_pore/Vug.1340.jpg,755953,de6cf4d8f58ac08c9014a7e683b27e33d530ec99d0e6b85505d51206437433d2
10.5281/zenodo.18061204,class22,Pore,val,Vug.336,PPL,carbonate_1223/PPL-1223/val/class22/Vug.336.jpg,data/raw/PPL/val/class22_pore/Vug.336.jpg,674958,17fe1bc2666e0997a838bcf75145f3fde3339870ab531b02212b93ae0ff91581
10.5281/zenodo.18061204,class22,Pore,val,Vug.514,PPL,carbonate_1223/PPL-1223/val/class22/Vug.514.jpg,data/raw/PPL/val/class22_pore/Vug.514.jpg,755635,1694c1feb9bc65ef6f6b4da3d0e1d28e3d4cc1a79b11bcb43997d5693346bf4d
10.5281/zenodo.18061204,class22,Pore,val,Vug.57,PPL,carbonate_1223/PPL-1223/val/class22/Vug.57.jpg,data/raw/PPL/val/class22_pore/Vug.57.jpg,804397,8b309169993e8d39dcf54efb2dd35435e00657d1de3aef83aced609d6eabf0a8
10.5281/zenodo.18061204,class22,Pore,val,Vug.718,PPL,carbonate_1223/PPL-1223/val/class22/Vug.718.jpg,data/raw/PPL/val/class22_pore/Vug.718.jpg,676887,9550da2530bfee1b4cf0e8449b0a7d316ffab09add7f3b678a24d21458821936
10.5281/zenodo.18061204,class22,Pore,val,Vug.774,PPL,carbonate_1223/PPL-1223/val/class22/Vug.774.jpg,data/raw/PPL/val/class22_pore/Vug.774.jpg,697627,ed3ca9e09181029283cbaf058e01c91d5ddaabfa8f28d845d4cc75a2f6005b58
10.5281/zenodo.18061204,class10,Cemented fracture,test,Fracture.14,XPL,carbonate_1223/XPL-1223/test/class10/Fracture.14.jpg,data/raw/XPL/test/class10_cemented_fracture/Fracture.14.jpg,775275,23e7ab8a8f93dd7c0283dfa876959b7a45856defca42a0197f1078df778c17bf
10.5281/zenodo.18061204,class10,Cemented fracture,test,Fracture.142,XPL,carbonate_1223/XPL-1223/test/class10/Fracture.142.jpg,data/raw/XPL/test/class10_cemented_fracture/Fracture.142.jpg,739940,585c1a5b3bbcc61abab06d05ec4d248dadabe13a8ae20aba1a5a465f03ff08a6
10.5281/zenodo.18061204,class10,Cemented fracture,test,Fracture.25,XPL,carbonate_1223/XPL-1223/test/class10/Fracture.25.jpg,data/raw/XPL/test/class10_cemented_fracture/Fracture.25.jpg,713567,eec204e55d662e9eca891631b6340b5daefce475e8fa55234b244a2be24c1200
10.5281/zenodo.18061204,class10,Cemented fracture,test,Fracture.26,XPL,carbonate_1223/XPL-1223/test/class10/Fracture.26.jpg,data/raw/XPL/test/class10_cemented_fracture/Fracture.26.jpg,745763,4110e6bd05fb7727ec75fc5734d7fbf06f66727f8d8b767660c0ba02694908e9
10.5281/zenodo.18061204,class10,Cemented fracture,test,Fracture.62,XPL,carbonate_1223/XPL-1223/test/class10/Fracture.62.jpg,data/raw/XPL/test/class10_cemented_fracture/Fracture.62.jpg,875564,bf44ca869fea7b31c3e62e0ee8b006845a8513dc160d74a6d508d1468b719009
10.5281/zenodo.18061204,class13,Micritic limestone,test,Micritic_limestone.10,XPL,carbonate_1223/XPL-1223/test/class13/Micritic_limestone.10.jpg,data/raw/XPL/test/class13_micritic_limestone/Micritic_limestone.10.jpg,570415,213be0d8531a2fb8e4bfcf52a8239b39abee68afbe17b6e6417d15d2d0f08ba9
10.5281/zenodo.18061204,class13,Micritic limestone,test,Micritic_limestone.321,XPL,carbonate_1223/XPL-1223/test/class13/Micritic_limestone.321.jpg,data/raw/XPL/test/class13_micritic_limestone/Micritic_limestone.321.jpg,736371,c712e52397df5214ad5e2b822dca89a6ff7e8cef74eba00005e697d98aa24303
10.5281/zenodo.18061204,class13,Micritic limestone,test,Micritic_limestone.390,XPL,carbonate_1223/XPL-1223/test/class13/Micritic_limestone.390.jpg,data/raw/XPL/test/class13_micritic_limestone/Micritic_limestone.390.jpg,758182,b0093d32a886f3b2a4fb87276d3fdc880276f33900be4cd9d97bb567fd320f90
10.5281/zenodo.18061204,class13,Micritic limestone,test,Micritic_limestone.407,XPL,carbonate_1223/XPL-1223/test/class13/Micritic_limestone.407.jpg,data/raw/XPL/test/class13_micritic_limestone/Micritic_limestone.407.jpg,744397,f95c80e981240ae0a9181c324ab6736b8cf05a0428bd4a71e7121baaaef60e27
10.5281/zenodo.18061204,class13,Micritic limestone,test,Micritic_limestone.412,XPL,carbonate_1223/XPL-1223/test/class13/Micritic_limestone.412.jpg,data/raw/XPL/test/class13_micritic_limestone/Micritic_limestone.412.jpg,740578,e12001bc2ca028dfe07e28a903f467e3618211a400b3cdfcf018f4b975b55b81
10.5281/zenodo.18061204,class17,Oolite,test,10,XPL,carbonate_1223/XPL-1223/test/class17/10.jpg,data/raw/XPL/test/class17_oolite/10.jpg,693785,c2c9376178fad773bad64095b19bd4f8895596e0dbce445b79dd65a849d7aa99
10.5281/zenodo.18061204,class17,Oolite,test,14,XPL,carbonate_1223/XPL-1223/test/class17/14.jpg,data/raw/XPL/test/class17_oolite/14.jpg,613887,b60046f3b1cbbf2f49b159e42052a049600829fbde24952e17f63bb5ab31eeac
10.5281/zenodo.18061204,class17,Oolite,test,17,XPL,carbonate_1223/XPL-1223/test/class17/17.jpg,data/raw/XPL/test/class17_oolite/17.jpg,488933,e5c485737f537ffbba06adb4067d710839010db76a6b62bd5884034bbfe7ab1d
10.5281/zenodo.18061204,class17,Oolite,test,19,XPL,carbonate_1223/XPL-1223/test/class17/19.jpg,data/raw/XPL/test/class17_oolite/19.jpg,549691,6e3b47fd5b57b40ce161d8444a8791ad6849206a7e2b9eb7d2b098e41d0ba6f5
10.5281/zenodo.18061204,class17,Oolite,test,8,XPL,carbonate_1223/XPL-1223/test/class17/8.jpg,data/raw/XPL/test/class17_oolite/8.jpg,607016,2eed8e48452dff63fb914729e88c5d3ac39cedab4bc57a64b984a8239b2f4e9c
10.5281/zenodo.18061204,class22,Pore,test,Vug.250,XPL,carbonate_1223/XPL-1223/test/class22/Vug.250.jpg,data/raw/XPL/test/class22_pore/Vug.250.jpg,806368,f01c5ce191e0f354faf2dedcf8264323bc522794373afd911415d7fc82cdb0de
10.5281/zenodo.18061204,class22,Pore,test,Vug.38,XPL,carbonate_1223/XPL-1223/test/class22/Vug.38.jpg,data/raw/XPL/test/class22_pore/Vug.38.jpg,856213,8ff7f611c703dbeefc8ba58b81b8e2837768c177cfed5c91ec2b4ce6058b2b23
10.5281/zenodo.18061204,class22,Pore,test,Vug.711,XPL,carbonate_1223/XPL-1223/test/class22/Vug.711.jpg,data/raw/XPL/test/class22_pore/Vug.711.jpg,575746,f0ec433916c5445d1d6af2540ad812138ad3e65666f17e44ccd06a01d348cdd8
10.5281/zenodo.18061204,class22,Pore,test,Vug.811,XPL,carbonate_1223/XPL-1223/test/class22/Vug.811.jpg,data/raw/XPL/test/class22_pore/Vug.811.jpg,493235,ba61cf786a532cbb79a5e395ca4f2c7e669391c22959942d5d5d00b1eb7ba6b1
10.5281/zenodo.18061204,class22,Pore,test,Vug.914,XPL,carbonate_1223/XPL-1223/test/class22/Vug.914.jpg,data/raw/XPL/test/class22_pore/Vug.914.jpg,617821,93d7f136ee30b432b167e9ab29c199063ba01abf768d41df0397da05fbe7b89c
10.5281/zenodo.18061204,class10,Cemented fracture,train,Fracture.1024,XPL,carbonate_1223/XPL-1223/train/class10/Fracture.1024.jpg,data/raw/XPL/train/class10_cemented_fracture/Fracture.1024.jpg,838339,17e946ed70a020ba4a07d3759b78fbfd78f19e2e9668b645748eef781891ac9c
