embedding_row,sample_id,mode,split,class_name,path
188,Oolitic.16,XPL,train,class17_oolite,/content/PetroVision-Multimodal/data/raw/XPL/train/class17_oolite/Oolitic.16.jpg
189,Oolitic.19,XPL,train,class17_oolite,/content/PetroVision-Multimodal/data/raw/XPL/train/class17_oolite/Oolitic.19.jpg
190,Oolitic.22,XPL,train,class17_oolite,/content/PetroVision-Multimodal/data/raw/XPL/train/class17_oolite/Oolitic.22.jpg
191,Oolitic.26,XPL,train,class17_oolite,/content/PetroVision-Multimodal/data/raw/XPL/train/class17_oolite/Oolitic.26.jpg
192,Oolitic.28,XPL,train,class17_oolite,/content/PetroVision-Multimodal/data/raw/XPL/train/class17_oolite/Oolitic.28.jpg
193,Oolitic.30,XPL,train,class17_oolite,/content/PetroVision-Multimodal/data/raw/XPL/train/class17_oolite/Oolitic.30.jpg
194,Oolitic.32,XPL,train,class17_oolite,/content/PetroVision-Multimodal/data/raw/XPL/train/class17_oolite/Oolitic.32.jpg
195,Oolitic.35,XPL,train,class17_oolite,/content/PetroVision-Multimodal/data/raw/XPL/train/class17_oolite/Oolitic.35.jpg
196,Oolitic.57,XPL,train,class17_oolite,/content/PetroVision-Multimodal/data/raw/XPL/train/class17_oolite/Oolitic.57.jpg
197,Oolitic.6,XPL,train,class17_oolite,/content/PetroVision-Multimodal/data/raw/XPL/train/class17_oolite/Oolitic.6.jpg
198,Oolitic.62,XPL,train,class17_oolite,/content/PetroVision-Multimodal/data/raw/XPL/train/class17_oolite/Oolitic.62.jpg
199,Oolitic.67,XPL,train,class17_oolite,/content/PetroVision-Multimodal/data/raw/XPL/train/class17_oolite/Oolitic.67.jpg
200,Oolitic.69,XPL,train,class17_oolite,/content/PetroVision-Multimodal/data/raw/XPL/train/class17_oolite/Oolitic.69.jpg
201,Oolitic.71,XPL,train,class17_oolite,/content/PetroVision-Multimodal/data/raw/XPL/train/class17_oolite/Oolitic.71.jpg
202,Oolitic.77,XPL,train,class17_oolite,/content/PetroVision-Multimodal/data/raw/XPL/train/class17_oolite/Oolitic.77.jpg
203,Oolitic.80,XPL,train,class17_oolite,/content/PetroVision-Multimodal/data/raw/XPL/train/class17_oolite/Oolitic.80.jpg
204,Oolitic.82,XPL,train,class17_oolite,/content/PetroVision-Multimodal/data/raw/XPL/train/class17_oolite/Oolitic.82.jpg
205,Oolitic.84,XPL,train,class17_oolite,/content/PetroVision-Multimodal/data/raw/XPL/train/class17_oolite/Oolitic.84.jpg
206,Oolitic.89,XPL,train,class17_oolite,/content/PetroVision-Multimodal/data/raw/XPL/train/class17_oolite/Oolitic.89.jpg
207,Oolitic.91,XPL,train,class17_oolite,/content/PetroVision-Multimodal/data/raw/XPL/train/class17_oolite/Oolitic.91.jpg
208,Oolitic.94,XPL,train,class17_oolite,/content/PetroVision-Multimodal/data/raw/XPL/train/class17_oolite/Oolitic.94.jpg
209,Oolitic.98,XPL,train,class17_oolite,/content/PetroVision-Multimodal/data/raw/XPL/train/class17_oolite/Oolitic.98.jpg
210,Vug.1471,XPL,train,class22_pore,/content/PetroVision-Multimodal/data/raw/XPL/train/class22_pore/Vug.1471.jpg
211,Vug.1584,XPL,train,class22_pore,/content/PetroVision-Multimodal/data/raw/XPL/train/class22_pore/Vug.1584.jpg
212,Vug.168,XPL,train,class22_pore,/content/PetroVision-Multimodal/data/raw/XPL/train/class22_pore/Vug.168.jpg
213,Vug.1884,XPL,train,class22_pore,/content/PetroVision-Multimodal/data/raw/XPL/train/class22_pore/Vug.1884.jpg
214,Vug.2037,XPL,train,class22_pore,/content/PetroVision-Multimodal/data/raw/XPL/train/class22_pore/Vug.2037.jpg
215,Vug.2120,XPL,train,class22_pore,/content/PetroVision-Multimodal/data/raw/XPL/train/class22_pore/Vug.2120.jpg
216,Vug.2238,XPL,train,class22_pore,/content/PetroVision-Multimodal/data/raw/XPL/train/class22_pore/Vug.2238.jpg
217,Vug.287,XPL,train,class22_pore,/content/PetroVision-Multimodal/data/raw/XPL/train/class22_pore/Vug.287.jpg
218,Vug.2949,XPL,train,class22_pore,/content/PetroVision-Multimodal/data/raw/XPL/train/class22_pore/Vug.2949.jpg
219,Vug.3079,XPL,train,class22_pore,/content/PetroVision-Multimodal/data/raw/XPL/train/class22_pore/Vug.3079.jpg
220,Vug.3103,XPL,train,class22_pore,/content/PetroVision-Multimodal/data/raw/XPL/train/class22_pore/Vug.3103.jpg
221,Vug.3258,XPL,train,class22_pore,/content/PetroVision-Multimodal/data/raw/XPL/train/class22_pore/Vug.3258.jpg
222,Vug.3278,XPL,train,class22_pore,/content/PetroVision-Multimodal/data/raw/XPL/train/class22_pore/Vug.3278.jpg
223,Vug.3333,XPL,train,class22_pore,/content/PetroVision-Multimodal/data/raw/XPL/train/class22_pore/Vug.3333.jpg
224,Vug.4003,XPL,train,class22_pore,/content/PetroVision-Multimodal/data/raw/XPL/train/class22_pore/Vug.4003.jpg
225,Vug.4350,XPL,train,class22_pore,/content/PetroVision-Multimodal/data/raw/XPL/train/class22_pore/Vug.4350.jpg
226,Vug.4712,XPL,train,class22_pore,/content/PetroVision-Multimodal/data/raw/XPL/train/class22_pore/Vug.4712.jpg
227,Vug.4734,XPL,train,class22_pore,/content/PetroVision-Multimodal/data/raw/XPL/train/class22_pore/Vug.4734.jpg
228,Vug.4797,XPL,train,class22_pore,/content/PetroVision-Multimodal/data/raw/XPL/train/class22_pore/Vug.4797.jpg
229,Vug.5124,XPL,train,class22_pore,/content/PetroVision-Multimodal/data/raw/XPL/train/class22_pore/Vug.5124.jpg
230,Vug.5157,XPL,train,class22_pore,/content/PetroVision-Multimodal/data/raw/XPL/train/class22_pore/Vug.5157.jpg
231,Vug.530,XPL,train,class22_pore,/content/PetroVision-Multimodal/data/raw/XPL/train/class22_pore/Vug.530.jpg
232,Vug.5318,XPL,train,class22_pore,/content/PetroVision-Multimodal/data/raw/XPL/train/class22_pore/Vug.5318.jpg
233,Vug.5417,XPL,train,class22_pore,/content/PetroVision-Multimodal/data/raw/XPL/train/class22_pore/Vug.5417.jpg
234,Vug.5591,XPL,train,class22_pore,/content/PetroVision-Multimodal/data/raw/XPL/train/class22_pore/Vug.5591.jpg
235,Vug.5601,XPL,train,class22_pore,/content/PetroVision-Multimodal/data/raw/XPL/train/class22_pore/Vug.5601.jpg
236,Vug.58,XPL,train,class22_pore,/content/PetroVision-Multimodal/data/raw/XPL/train/class22_pore/Vug.58.jpg
237,Vug.5813,XPL,train,class22_pore,/content/PetroVision-Multimodal/data/raw/XPL/train/class22_pore/Vug.5813.jpg
238,Vug.6370,XPL,train,class22_pore,/content/PetroVision-Multimodal/data/raw/XPL/train/class22_pore/Vug.6370.jpg
239,Vug.76,XPL,train,class22_pore,/content/PetroVision-Multimodal/data/raw/XPL/train/class22_pore/Vug.76.jpg
240,Fracture.11,PPL,val,class10_cemented_fracture,/content/PetroVision-Multimodal/data/raw/PPL/val/class10_cemented_fracture/Fracture.11.jpg
241,Fracture.149,PPL,val,class10_cemented_fracture,/content/PetroVision-Multimodal/data/raw/PPL/val/class10_cemented_fracture/Fracture.149.jpg
242,Fracture.215,PPL,val,class10_cemented_fracture,/content/PetroVision-Multimodal/data/raw/PPL/val/class10_cemented_fracture/Fracture.215.jpg
243,Fracture.277,PPL,val,class10_cemented_fracture,/content/PetroVision-Multimodal/data/raw/PPL/val/class10_cemented_fracture/Fracture.277.jpg
244,Fracture.297,PPL,val,class10_cemented_fracture,/content/PetroVision-Multimodal/data/raw/PPL/val/class10_cemented_fracture/Fracture.297.jpg
245,Fracture.311,PPL,val,class10_cemented_fracture,/content/PetroVision-Multimodal/data/raw/PPL/val/class10_cemented_fracture/Fracture.311.jpg
246,Fracture.331,PPL,val,class10_cemented_fracture,/content/PetroVision-Multimodal/data/raw/PPL/val/class10_cemented_fracture/Fracture.331.jpg
247,Micritic_limestone.114,PPL,val,class13_micritic_limestone,/content/PetroVision-Multimodal/data/raw/PPL/val/class13_micritic_limestone/Micritic_limestone.114.jpg
248,Micritic_limestone.124,PPL,val,class13_micritic_limestone,/content/PetroVision-Multimodal/data/raw/PPL/val/class13_micritic_limestone/Micritic_limestone.124.jpg
249,Micritic_limestone.157,PPL,val,class13_micritic_limestone,/content/PetroVision-Multimodal/data/raw/PPL/val/class13_micritic_limestone/Micritic_limestone.157.jpg
250,Micritic_limestone.161,PPL,val,class13_micritic_limestone,/content/PetroVision-Multimodal/data/raw/PPL/val/class13_micritic_limestone/Micritic_limestone.161.jpg
251,Micritic_limestone.550,PPL,val,class13_micritic_limestone,/content/PetroVision-Multimodal/data/raw/PPL/val/class13_micritic_limestone/Micritic_limestone.550.jpg
252,Micritic_limestone.68,PPL,val,class13_micritic_limestone,/content/PetroVision-Multimodal/data/raw/PPL/val/class13_micritic_limestone/Micritic_limestone.68.jpg
253,Micritic_limestone.715,PPL,val,class13_micritic_limestone,/content/PetroVision-Multimodal/data/raw/PPL/val/class13_micritic_limestone/Micritic_limestone.715.jpg
254,Oolitic.1,PPL,val,class17_oolite,/content/PetroVision-Multimodal/data/raw/PPL/val/class17_oolite/Oolitic.1.jpg
255,Oolitic.12,PPL,val,class17_oolite,/content/PetroVision-Multimodal/data/raw/PPL/val/class17_oolite/Oolitic.12.jpg
256,Oolitic.14,PPL,val,class17_oolite,/content/PetroVision-Multimodal/data/raw/PPL/val/class17_oolite/Oolitic.14.jpg
257,Oolitic.30,PPL,val,class17_oolite,/content/PetroVision-Multimodal/data/raw/PPL/val/class17_oolite/Oolitic.30.jpg
258,Oolitic.34,PPL,val,class17_oolite,/content/PetroVision-Multimodal/data/raw/PPL/val/class17_oolite/Oolitic.34.jpg
259,Oolitic.36,PPL,val,class17_oolite,/content/PetroVision-Multimodal/data/raw/PPL/val/class17_oolite/Oolitic.36.jpg
260,Oolitic.4,PPL,val,class17_oolite,/content/PetroVision-Multimodal/data/raw/PPL/val/class17_oolite/Oolitic.4.jpg
261,Vug.1256,PPL,val,class22_pore,/content/PetroVision-Multimodal/data/raw/PPL/val/class22_pore/Vug.1256.jpg
262,Vug.1340,PPL,val,class22_pore,/content/PetroVision-Multimodal/data/raw/PPL/val/class22_pore/Vug.1340.jpg
263,Vug.336,PPL,val,class22_pore,/content/PetroVision-Multimodal/data/raw/PPL/val/class22_pore/Vug.336.jpg
264,Vug.514,PPL,val,class22_pore,/content/PetroVision-Multimodal/data/raw/PPL/val/class22_pore/Vug.514.jpg
265,Vug.57,PPL,val,class22_pore,/content/PetroVision-Multimodal/data/raw/PPL/val/class22_pore/Vug.57.jpg
266,Vug.718,PPL,val,class22_pore,/content/PetroVision-Multimodal/data/raw/PPL/val/class22_pore/Vug.718.jpg
267,Vug.774,PPL,val,class22_pore,/content/PetroVision-Multimodal/data/raw/PPL/val/class22_pore/Vug.774.jpg
268,Fracture.21,XPL,val,class10_cemented_fracture,/content/PetroVision-Multimodal/data/raw/XPL/val/class10_cemented_fracture/Fracture.21.jpg
269,Fracture.268,XPL,val,class10_cemented_fracture,/content/PetroVision-Multimodal/data/raw/XPL/val/class10_cemented_fracture/Fracture.268.jpg
270,Fracture.280,XPL,val,class10_cemented_fracture,/content/PetroVision-Multimodal/data/raw/XPL/val/class10_cemented_fracture/Fracture.280.jpg
271,Fracture.29,XPL,val,class10_cemented_fracture,/content/PetroVision-Multimodal/data/raw/XPL/val/class10_cemented_fracture/Fracture.29.jpg
272,Fracture.37,XPL,val,class10_cemented_fracture,/content/PetroVision-Multimodal/data/raw/XPL/val/class10_cemented_fracture/Fracture.37.jpg
273,Fracture.67,XPL,val,class10_cemented_fracture,/content/PetroVision-Multimodal/data/raw/XPL/val/class10_cemented_fracture/Fracture.67.jpg
274,Fracture.87,XPL,val,class10_cemented_fracture,/content/PetroVision-Multimodal/data/raw/XPL/val/class10_cemented_fracture/Fracture.87.jpg
275,Micritic_limestone.155,XPL,val,class13_micritic_limestone,/content/PetroVision-Multimodal/data/raw/XPL/val/class13_micritic_limestone/Micritic_limestone.155.jpg
276,Micritic_limestone.172,XPL,val,class13_micritic_limestone,/content/PetroVision-Multimodal/data/raw/XPL/val/class13_micritic_limestone/Micritic_limestone.172.jpg
277,Micritic_limestone.278,XPL,val,class13_micritic_limestone,/content/PetroVision-Multimodal/data/raw/XPL/val/class13_micritic_limestone/Micritic_limestone.278.JPG
278,Micritic_limestone.5,XPL,val,class13_micritic_limestone,/content/PetroVision-Multimodal/data/raw/XPL/val/class13_micritic_limestone/Micritic_limestone.5.jpg
279,Micritic_limestone.689,XPL,val,class13_micritic_limestone,/content/PetroVision-Multimodal/data/raw/XPL/val/class13_micritic_limestone/Micritic_limestone.689.jpg
280,Micritic_limestone.696,XPL,val,class13_micritic_limestone,/content/PetroVision-Multimodal/data/raw/XPL/val/class13_micritic_limestone/Micritic_limestone.696.jpg
281,Micritic_limestone.792,XPL,val,class13_micritic_limestone,/content/PetroVision-Multimodal/data/raw/XPL/val/class13_micritic_limestone/Micritic_limestone.792.jpg
282,Oolitic.18,XPL,val,class17_oolite,/content/PetroVision-Multimodal/data/raw/XPL/val/class17_oolite/Oolitic.18.jpg
283,Oolitic.2,XPL,val,class17_oolite,/content/PetroVision-Multimodal/data/raw/XPL/val/class17_oolite/Oolitic.2.jpg
284,Oolitic.21,XPL,val,class17_oolite,/content/PetroVision-Multimodal/data/raw/XPL/val/class17_oolite/Oolitic.21.jpg
285,Oolitic.27,XPL,val,class17_oolite,/content/PetroVision-Multimodal/data/raw/XPL/val/class17_oolite/Oolitic.27.jpg
286,Oolitic.38,XPL,val,class17_oolite,/content/PetroVision-Multimodal/data/raw/XPL/val/class17_oolite/Oolitic.38.jpg
287,Oolitic.40,XPL,val,class17_oolite,/content/PetroVision-Multimodal/data/raw/XPL/val/class17_oolite/Oolitic.40.jpg
288,Oolitic.7,XPL,val,class17_oolite,/content/PetroVision-Multimodal/data/raw/XPL/val/class17_oolite/Oolitic.7.jpg
289,Vug.1159,XPL,val,class22_pore,/content/PetroVision-Multimodal/data/raw/XPL/val/class22_pore/Vug.1159.jpg
290,Vug.1659,XPL,val,class22_pore,/content/PetroVision-Multimodal/data/raw/XPL/val/class22_pore/Vug.1659.jpg
291,Vug.1686,XPL,val,class22_pore,/content/PetroVision-Multimodal/data/raw/XPL/val/class22_pore/Vug.1686.jpg
292,Vug.1693,XPL,val,class22_pore,/content/PetroVision-Multimodal/data/raw/XPL/val/class22_pore/Vug.1693.jpg
293,Vug.1731,XPL,val,class22_pore,/content/PetroVision-Multimodal/data/raw/XPL/val/class22_pore/Vug.1731.jpg
294,Vug.1753,XPL,val,class22_pore,/content/PetroVision-Multimodal/data/raw/XPL/val/class22_pore/Vug.1753.jpg
295,Vug.412,XPL,val,class22_pore,/content/PetroVision-Multimodal/data/raw/XPL/val/class22_pore/Vug.412.jpg
296,Fracture.107,PPL,test,class10_cemented_fracture,/content/PetroVision-Multimodal/data/raw/PPL/test/class10_cemented_fracture/Fracture.107.jpg
297,Fracture.123,PPL,test,class10_cemented_fracture,/content/PetroVision-Multimodal/data/raw/PPL/test/class10_cemented_fracture/Fracture.123.jpg
298,Fracture.129,PPL,test,class10_cemented_fracture,/content/PetroVision-Multimodal/data/raw/PPL/test/class10_cemented_fracture/Fracture.129.jpg
299,Fracture.13,PPL,test,class10_cemented_fracture,/content/PetroVision-Multimodal/data/raw/PPL/test/class10_cemented_fracture/Fracture.13.jpg
300,Fracture.6,PPL,test,class10_cemented_fracture,/content/PetroVision-Multimodal/data/raw/PPL/test/class10_cemented_fracture/Fracture.6.jpg
301,Micritic_limestone.142,PPL,test,class13_micritic_limestone,/content/PetroVision-Multimodal/data/raw/PPL/test/class13_micritic_limestone/Micritic_limestone.142.jpg
302,Micritic_limestone.249,PPL,test,class13_micritic_limestone,/content/PetroVision-Multimodal/data/raw/PPL/test/class13_micritic_limestone/Micritic_limestone.249.jpg
303,Micritic_limestone.267,PPL,test,class13_micritic_limestone,/content/PetroVision-Multimodal/data/raw/PPL/test/class13_micritic_limestone/Micritic_limestone.267.jpg
304,Micritic_limestone.334,PPL,test,class13_micritic_limestone,/content/PetroVision-Multimodal/data/raw/PPL/test/class13_micritic_limestone/Micritic_limestone.334.jpg
305,Micritic_limestone.350,PPL,test,class13_micritic_limestone,/content/PetroVision-Multimodal/data/raw/PPL/test/class13_micritic_limestone/Micritic_limestone.350.jpg
306,12,PPL,test,class17_oolite,/content/PetroVision-Multimodal/data/raw/PPL/test/class17_oolite/12.jpg
307,13,PPL,test,class17_oolite,/content/PetroVision-Multimodal/data/raw/PPL/test/class17_oolite/13.jpg
308,16,PPL,test,class17_oolite,/content/PetroVision-Multimodal/data/raw/PPL/test/class17_oolite/16.jpg
309,20,PPL,test,class17_oolite,/content/PetroVision-Multimodal/data/raw/PPL/test/class17_oolite/20.jpg
310,7,PPL,test,class17_oolite,/content/PetroVision-Multimodal/data/raw/PPL/test/class17_oolite/7.jpg
311,Vug.114,PPL,test,class22_pore,/content/PetroVision-Multimodal/data/raw/PPL/test/class22_pore/Vug.114.jpg
312,Vug.527,PPL,test,class22_pore,/content/PetroVision-Multimodal/data/raw/PPL/test/class22_pore/Vug.527.jpg
313,Vug.560,PPL,test,class22_pore,/content/PetroVision-Multimodal/data/raw/PPL/test/class22_pore/Vug.560.jpg
314,Vug.598,PPL,test,class22_pore,/content/PetroVision-Multimodal/data/raw/PPL/test/class22_pore/Vug.598.jpg
315,Vug.824,PPL,test,class22_pore,/content/PetroVision-Multimodal/data/raw/PPL/test/class22_pore/Vug.824.jpg
316,Fracture.14,XPL,test,class10_cemented_fracture,/content/PetroVision-Multimodal/data/raw/XPL/test/class10_cemented_fracture/Fracture.14.jpg
317,Fracture.142,XPL,test,class10_cemented_fracture,/content/PetroVision-Multimodal/data/raw/XPL/test/class10_cemented_fracture/Fracture.142.jpg
318,Fracture.25,XPL,test,class10_cemented_fracture,/content/PetroVision-Multimodal/data/raw/XPL/test/class10_cemented_fracture/Fracture.25.jpg
319,Fracture.26,XPL,test,class10_cemented_fracture,/content/PetroVision-Multimodal/data/raw/XPL/test/class10_cemented_fracture/Fracture.26.jpg
320,Fracture.62,XPL,test,class10_cemented_fracture,/content/PetroVision-Multimodal/data/raw/XPL/test/class10_cemented_fracture/Fracture.62.jpg
321,Micritic_limestone.10,XPL,test,class13_micritic_limestone,/content/PetroVision-Multimodal/data/raw/XPL/test/class13_micritic_limestone/Micritic_limestone.10.jpg
322,Micritic_limestone.321,XPL,test,class13_micritic_limestone,/content/PetroVision-Multimodal/data/raw/XPL/test/class13_micritic_limestone/Micritic_limestone.321.jpg
323,Micritic_limestone.390,XPL,test,class13_micritic_limestone,/content/PetroVision-Multimodal/data/raw/XPL/test/class13_micritic_limestone/Micritic_limestone.390.jpg
324,Micritic_limestone.407,XPL,test,class13_micritic_limestone,/content/PetroVision-Multimodal/data/raw/XPL/test/class13_micritic_limestone/Micritic_limestone.407.jpg
325,Micritic_limestone.412,XPL,test,class13_micritic_limestone,/content/PetroVision-Multimodal/data/raw/XPL/test/class13_micritic_limestone/Micritic_limestone.412.jpg
326,10,XPL,test,class17_oolite,/content/PetroVision-Multimodal/data/raw/XPL/test/class17_oolite/10.jpg
327,14,XPL,test,class17_oolite,/content/PetroVision-Multimodal/data/raw/XPL/test/class17_oolite/14.jpg
328,17,XPL,test,class17_oolite,/content/PetroVision-Multimodal/data/raw/XPL/test/class17_oolite/17.jpg
329,19,XPL,test,class17_oolite,/content/PetroVision-Multimodal/data/raw/XPL/test/class17_oolite/19.jpg
330,8,XPL,test,class17_oolite,/content/PetroVision-Multimodal/data/raw/XPL/test/class17_oolite/8.jpg
331,Vug.250,XPL,test,class22_pore,/content/PetroVision-Multimodal/data/raw/XPL/test/class22_pore/Vug.250.jpg
332,Vug.38,XPL,test,class22_pore,/content/PetroVision-Multimodal/data/raw/XPL/test/class22_pore/Vug.38.jpg
333,Vug.711,XPL,test,class22_pore,/content/PetroVision-Multimodal/data/raw/XPL/test/class22_pore/Vug.711.jpg
334,Vug.811,XPL,test,class22_pore,/content/PetroVision-Multimodal/data/raw/XPL/test/class22_pore/Vug.811.jpg
335,Vug.914,XPL,test,class22_pore,/content/PetroVision-Multimodal/data/raw/XPL/test/class22_pore/Vug.914.jpg
