embedding_row,sample_id,mode,split,class_name,path,pca_1,pca_2,kmeans_cluster
158,Micritic_limestone.2217,XPL,train,class13_micritic_limestone,/content/PetroVision-Multimodal/data/raw/XPL/train/class13_micritic_limestone/Micritic_limestone.2217.jpg,-0.07968326,-0.09397881,2
159,Micritic_limestone.2253,XPL,train,class13_micritic_limestone,/content/PetroVision-Multimodal/data/raw/XPL/train/class13_micritic_limestone/Micritic_limestone.2253.jpg,0.31429848,0.106242664,0
160,Micritic_limestone.2260,XPL,train,class13_micritic_limestone,/content/PetroVision-Multimodal/data/raw/XPL/train/class13_micritic_limestone/Micritic_limestone.2260.jpg,0.033179767,-0.09963135,2
161,Micritic_limestone.2273,XPL,train,class13_micritic_limestone,/content/PetroVision-Multimodal/data/raw/XPL/train/class13_micritic_limestone/Micritic_limestone.2273.jpg,0.055234775,-0.007727159,0
162,Micritic_limestone.23,XPL,train,class13_micritic_limestone,/content/PetroVision-Multimodal/data/raw/XPL/train/class13_micritic_limestone/Micritic_limestone.23.jpg,-0.08178383,0.08469131,2
163,Micritic_limestone.2563,XPL,train,class13_micritic_limestone,/content/PetroVision-Multimodal/data/raw/XPL/train/class13_micritic_limestone/Micritic_limestone.2563.jpg,0.2619253,0.14700693,0
164,Micritic_limestone.2613,XPL,train,class13_micritic_limestone,/content/PetroVision-Multimodal/data/raw/XPL/train/class13_micritic_limestone/Micritic_limestone.2613.jpg,0.041866176,-0.2451011,2
165,Micritic_limestone.2839,XPL,train,class13_micritic_limestone,/content/PetroVision-Multimodal/data/raw/XPL/train/class13_micritic_limestone/Micritic_limestone.2839.jpg,0.10641521,-0.005442979,0
166,Micritic_limestone.2851,XPL,train,class13_micritic_limestone,/content/PetroVision-Multimodal/data/raw/XPL/train/class13_micritic_limestone/Micritic_limestone.2851.jpg,-0.0808602,-0.3617751,3
167,Micritic_limestone.2862,XPL,train,class13_micritic_limestone,/content/PetroVision-Multimodal/data/raw/XPL/train/class13_micritic_limestone/Micritic_limestone.2862.jpg,0.17138131,0.06502861,0
168,Micritic_limestone.2885,XPL,train,class13_micritic_limestone,/content/PetroVision-Multimodal/data/raw/XPL/train/class13_micritic_limestone/Micritic_limestone.2885.jpg,0.07638877,0.20357788,0
169,Micritic_limestone.2891,XPL,train,class13_micritic_limestone,/content/PetroVision-Multimodal/data/raw/XPL/train/class13_micritic_limestone/Micritic_limestone.2891.jpg,0.119149506,0.26561642,0
170,Micritic_limestone.2913,XPL,train,class13_micritic_limestone,/content/PetroVision-Multimodal/data/raw/XPL/train/class13_micritic_limestone/Micritic_limestone.2913.jpg,0.02737637,-0.086954184,2
171,Micritic_limestone.2952,XPL,train,class13_micritic_limestone,/content/PetroVision-Multimodal/data/raw/XPL/train/class13_micritic_limestone/Micritic_limestone.2952.jpg,-0.07704034,0.04861532,2
172,Micritic_limestone.2993,XPL,train,class13_micritic_limestone,/content/PetroVision-Multimodal/data/raw/XPL/train/class13_micritic_limestone/Micritic_limestone.2993.jpg,0.13562758,0.017257027,2
173,Micritic_limestone.3006,XPL,train,class13_micritic_limestone,/content/PetroVision-Multimodal/data/raw/XPL/train/class13_micritic_limestone/Micritic_limestone.3006.jpg,-0.33599302,-0.07505948,1
174,Micritic_limestone.44,XPL,train,class13_micritic_limestone,/content/PetroVision-Multimodal/data/raw/XPL/train/class13_micritic_limestone/Micritic_limestone.44.jpg,0.44327584,0.15370165,0
175,Micritic_limestone.486,XPL,train,class13_micritic_limestone,/content/PetroVision-Multimodal/data/raw/XPL/train/class13_micritic_limestone/Micritic_limestone.486.jpg,0.13544565,-0.076582864,3
176,Micritic_limestone.50,XPL,train,class13_micritic_limestone,/content/PetroVision-Multimodal/data/raw/XPL/train/class13_micritic_limestone/Micritic_limestone.50.jpg,0.28223935,-0.0074625313,0
177,Micritic_limestone.670,XPL,train,class13_micritic_limestone,/content/PetroVision-Multimodal/data/raw/XPL/train/class13_micritic_limestone/Micritic_limestone.670.jpg,-0.008074051,-0.046456702,2
178,Micritic_limestone.894,XPL,train,class13_micritic_limestone,/content/PetroVision-Multimodal/data/raw/XPL/train/class13_micritic_limestone/Micritic_limestone.894.jpg,0.175814,-0.094348766,2
179,Micritic_limestone.903,XPL,train,class13_micritic_limestone,/content/PetroVision-Multimodal/data/raw/XPL/train/class13_micritic_limestone/Micritic_limestone.903.jpg,0.06428264,0.04949376,2
180,Oolitic.101,XPL,train,class17_oolite,/content/PetroVision-Multimodal/data/raw/XPL/train/class17_oolite/Oolitic.101.jpg,-0.1284999,0.30065626,2
181,Oolitic.120,XPL,train,class17_oolite,/content/PetroVision-Multimodal/data/raw/XPL/train/class17_oolite/Oolitic.120.jpg,-0.5275125,-0.123340406,1
182,Oolitic.125,XPL,train,class17_oolite,/content/PetroVision-Multimodal/data/raw/XPL/train/class17_oolite/Oolitic.125.jpg,-0.3387883,-0.09006884,1
183,Oolitic.131,XPL,train,class17_oolite,/content/PetroVision-Multimodal/data/raw/XPL/train/class17_oolite/Oolitic.131.jpg,-0.1547392,0.10014688,2
184,Oolitic.138,XPL,train,class17_oolite,/content/PetroVision-Multimodal/data/raw/XPL/train/class17_oolite/Oolitic.138.jpg,-0.057798572,0.079942666,2
185,Oolitic.141,XPL,train,class17_oolite,/content/PetroVision-Multimodal/data/raw/XPL/train/class17_oolite/Oolitic.141.jpg,0.016927777,0.152108,2
186,Oolitic.145,XPL,train,class17_oolite,/content/PetroVision-Multimodal/data/raw/XPL/train/class17_oolite/Oolitic.145.jpg,-0.3038311,-0.3599533,1
187,Oolitic.148,XPL,train,class17_oolite,/content/PetroVision-Multimodal/data/raw/XPL/train/class17_oolite/Oolitic.148.jpg,-0.44860712,-0.098241806,1
188,Oolitic.16,XPL,train,class17_oolite,/content/PetroVision-Multimodal/data/raw/XPL/train/class17_oolite/Oolitic.16.jpg,-0.2997202,-0.19890715,1
189,Oolitic.19,XPL,train,class17_oolite,/content/PetroVision-Multimodal/data/raw/XPL/train/class17_oolite/Oolitic.19.jpg,-0.29044828,0.20138079,1
190,Oolitic.22,XPL,train,class17_oolite,/content/PetroVision-Multimodal/data/raw/XPL/train/class17_oolite/Oolitic.22.jpg,-0.15338959,0.2543395,2
191,Oolitic.26,XPL,train,class17_oolite,/content/PetroVision-Multimodal/data/raw/XPL/train/class17_oolite/Oolitic.26.jpg,-0.5864692,-0.14665137,1
192,Oolitic.28,XPL,train,class17_oolite,/content/PetroVision-Multimodal/data/raw/XPL/train/class17_oolite/Oolitic.28.jpg,-0.6237268,0.030518157,1
193,Oolitic.30,XPL,train,class17_oolite,/content/PetroVision-Multimodal/data/raw/XPL/train/class17_oolite/Oolitic.30.jpg,0.08279915,-0.25181657,3
194,Oolitic.32,XPL,train,class17_oolite,/content/PetroVision-Multimodal/data/raw/XPL/train/class17_oolite/Oolitic.32.jpg,-0.015763769,-0.3421625,3
195,Oolitic.35,XPL,train,class17_oolite,/content/PetroVision-Multimodal/data/raw/XPL/train/class17_oolite/Oolitic.35.jpg,-0.33702484,-0.038713872,1
196,Oolitic.57,XPL,train,class17_oolite,/content/PetroVision-Multimodal/data/raw/XPL/train/class17_oolite/Oolitic.57.jpg,-0.28822288,-0.019630825,2
197,Oolitic.6,XPL,train,class17_oolite,/content/PetroVision-Multimodal/data/raw/XPL/train/class17_oolite/Oolitic.6.jpg,-0.10254569,-0.089055076,2
198,Oolitic.62,XPL,train,class17_oolite,/content/PetroVision-Multimodal/data/raw/XPL/train/class17_oolite/Oolitic.62.jpg,-0.07165577,-0.33757424,2
199,Oolitic.67,XPL,train,class17_oolite,/content/PetroVision-Multimodal/data/raw/XPL/train/class17_oolite/Oolitic.67.jpg,-0.2304642,-0.0135166105,2
200,Oolitic.69,XPL,train,class17_oolite,/content/PetroVision-Multimodal/data/raw/XPL/train/class17_oolite/Oolitic.69.jpg,-0.2407383,-0.14950639,2
201,Oolitic.71,XPL,train,class17_oolite,/content/PetroVision-Multimodal/data/raw/XPL/train/class17_oolite/Oolitic.71.jpg,-0.32752034,0.034029134,1
202,Oolitic.77,XPL,train,class17_oolite,/content/PetroVision-Multimodal/data/raw/XPL/train/class17_oolite/Oolitic.77.jpg,-0.4450508,0.046114482,1
203,Oolitic.80,XPL,train,class17_oolite,/content/PetroVision-Multimodal/data/raw/XPL/train/class17_oolite/Oolitic.80.jpg,-0.48174435,0.17246126,1
204,Oolitic.82,XPL,train,class17_oolite,/content/PetroVision-Multimodal/data/raw/XPL/train/class17_oolite/Oolitic.82.jpg,-0.33212137,0.18603197,1
205,Oolitic.84,XPL,train,class17_oolite,/content/PetroVision-Multimodal/data/raw/XPL/train/class17_oolite/Oolitic.84.jpg,-0.31857577,-0.0268817,1
206,Oolitic.89,XPL,train,class17_oolite,/content/PetroVision-Multimodal/data/raw/XPL/train/class17_oolite/Oolitic.89.jpg,-0.04585091,-0.23980775,2
207,Oolitic.91,XPL,train,class17_oolite,/content/PetroVision-Multimodal/data/raw/XPL/train/class17_oolite/Oolitic.91.jpg,-0.06925445,0.026221843,2
208,Oolitic.94,XPL,train,class17_oolite,/content/PetroVision-Multimodal/data/raw/XPL/train/class17_oolite/Oolitic.94.jpg,-0.31491932,0.09253025,1
209,Oolitic.98,XPL,train,class17_oolite,/content/PetroVision-Multimodal/data/raw/XPL/train/class17_oolite/Oolitic.98.jpg,-0.15788397,-0.034558564,2
210,Vug.1471,XPL,train,class22_pore,/content/PetroVision-Multimodal/data/raw/XPL/train/class22_pore/Vug.1471.jpg,0.25147954,-0.3283025,3
211,Vug.1584,XPL,train,class22_pore,/content/PetroVision-Multimodal/data/raw/XPL/train/class22_pore/Vug.1584.jpg,-0.28627077,0.041241,1
212,Vug.168,XPL,train,class22_pore,/content/PetroVision-Multimodal/data/raw/XPL/train/class22_pore/Vug.168.jpg,-0.19635765,-0.10790893,2
213,Vug.1884,XPL,train,class22_pore,/content/PetroVision-Multimodal/data/raw/XPL/train/class22_pore/Vug.1884.jpg,-0.2594532,0.17716388,2
214,Vug.2037,XPL,train,class22_pore,/content/PetroVision-Multimodal/data/raw/XPL/train/class22_pore/Vug.2037.jpg,-0.16606319,0.17880589,2
215,Vug.2120,XPL,train,class22_pore,/content/PetroVision-Multimodal/data/raw/XPL/train/class22_pore/Vug.2120.jpg,-0.095600024,-0.17878164,2
216,Vug.2238,XPL,train,class22_pore,/content/PetroVision-Multimodal/data/raw/XPL/train/class22_pore/Vug.2238.jpg,-0.042065807,-0.20377025,2
217,Vug.287,XPL,train,class22_pore,/content/PetroVision-Multimodal/data/raw/XPL/train/class22_pore/Vug.287.jpg,-0.20252109,-0.08197927,2
218,Vug.2949,XPL,train,class22_pore,/content/PetroVision-Multimodal/data/raw/XPL/train/class22_pore/Vug.2949.jpg,-0.13705583,-0.33337188,3
219,Vug.3079,XPL,train,class22_pore,/content/PetroVision-Multimodal/data/raw/XPL/train/class22_pore/Vug.3079.jpg,-0.006770959,-0.07505004,2
220,Vug.3103,XPL,train,class22_pore,/content/PetroVision-Multimodal/data/raw/XPL/train/class22_pore/Vug.3103.jpg,0.12048161,-0.029314725,0
221,Vug.3258,XPL,train,class22_pore,/content/PetroVision-Multimodal/data/raw/XPL/train/class22_pore/Vug.3258.jpg,-0.016040185,0.00840145,2
222,Vug.3278,XPL,train,class22_pore,/content/PetroVision-Multimodal/data/raw/XPL/train/class22_pore/Vug.3278.jpg,-0.11479765,0.24397552,2
223,Vug.3333,XPL,train,class22_pore,/content/PetroVision-Multimodal/data/raw/XPL/train/class22_pore/Vug.3333.jpg,-0.11175634,-0.18844345,2
224,Vug.4003,XPL,train,class22_pore,/content/PetroVision-Multimodal/data/raw/XPL/train/class22_pore/Vug.4003.jpg,0.06053815,0.20481177,2
225,Vug.4350,XPL,train,class22_pore,/content/PetroVision-Multimodal/data/raw/XPL/train/class22_pore/Vug.4350.jpg,-0.11475909,-0.1049108,2
226,Vug.4712,XPL,train,class22_pore,/content/PetroVision-Multimodal/data/raw/XPL/train/class22_pore/Vug.4712.jpg,0.017242493,-0.26498312,3
227,Vug.4734,XPL,train,class22_pore,/content/PetroVision-Multimodal/data/raw/XPL/train/class22_pore/Vug.4734.jpg,0.21735895,0.10893455,0
228,Vug.4797,XPL,train,class22_pore,/content/PetroVision-Multimodal/data/raw/XPL/train/class22_pore/Vug.4797.jpg,0.059603654,0.113970645,0
229,Vug.5124,XPL,train,class22_pore,/content/PetroVision-Multimodal/data/raw/XPL/train/class22_pore/Vug.5124.jpg,0.3003502,0.2075524,0
230,Vug.5157,XPL,train,class22_pore,/content/PetroVision-Multimodal/data/raw/XPL/train/class22_pore/Vug.5157.jpg,0.017293697,-0.09747463,2
231,Vug.530,XPL,train,class22_pore,/content/PetroVision-Multimodal/data/raw/XPL/train/class22_pore/Vug.530.jpg,-0.28956446,0.0017052107,2
232,Vug.5318,XPL,train,class22_pore,/content/PetroVision-Multimodal/data/raw/XPL/train/class22_pore/Vug.5318.jpg,-0.18254216,-0.102125205,2
233,Vug.5417,XPL,train,class22_pore,/content/PetroVision-Multimodal/data/raw/XPL/train/class22_pore/Vug.5417.jpg,-0.14638077,0.06920253,2
234,Vug.5591,XPL,train,class22_pore,/content/PetroVision-Multimodal/data/raw/XPL/train/class22_pore/Vug.5591.jpg,0.13567844,0.059487626,0
235,Vug.5601,XPL,train,class22_pore,/content/PetroVision-Multimodal/data/raw/XPL/train/class22_pore/Vug.5601.jpg,-0.13109961,0.1329503,2
236,Vug.58,XPL,train,class22_pore,/content/PetroVision-Multimodal/data/raw/XPL/train/class22_pore/Vug.58.jpg,0.12985934,0.047785833,0
237,Vug.5813,XPL,train,class22_pore,/content/PetroVision-Multimodal/data/raw/XPL/train/class22_pore/Vug.5813.jpg,0.30129018,0.30477998,0
238,Vug.6370,XPL,train,class22_pore,/content/PetroVision-Multimodal/data/raw/XPL/train/class22_pore/Vug.6370.jpg,-0.10429425,0.31323966,2
239,Vug.76,XPL,train,class22_pore,/content/PetroVision-Multimodal/data/raw/XPL/train/class22_pore/Vug.76.jpg,-0.2181411,-0.0532813,2
240,Fracture.11,PPL,val,class10_cemented_fracture,/content/PetroVision-Multimodal/data/raw/PPL/val/class10_cemented_fracture/Fracture.11.jpg,0.11778188,0.038353644,0
241,Fracture.149,PPL,val,class10_cemented_fracture,/content/PetroVision-Multimodal/data/raw/PPL/val/class10_cemented_fracture/Fracture.149.jpg,0.40961516,-0.29465315,3
242,Fracture.215,PPL,val,class10_cemented_fracture,/content/PetroVision-Multimodal/data/raw/PPL/val/class10_cemented_fracture/Fracture.215.jpg,0.3047488,-0.038802385,0
243,Fracture.277,PPL,val,class10_cemented_fracture,/content/PetroVision-Multimodal/data/raw/PPL/val/class10_cemented_fracture/Fracture.277.jpg,0.049701825,0.046444893,2
244,Fracture.297,PPL,val,class10_cemented_fracture,/content/PetroVision-Multimodal/data/raw/PPL/val/class10_cemented_fracture/Fracture.297.jpg,0.3009325,0.21199754,0
245,Fracture.311,PPL,val,class10_cemented_fracture,/content/PetroVision-Multimodal/data/raw/PPL/val/class10_cemented_fracture/Fracture.311.jpg,0.2872138,0.07898461,0
246,Fracture.331,PPL,val,class10_cemented_fracture,/content/PetroVision-Multimodal/data/raw/PPL/val/class10_cemented_fracture/Fracture.331.jpg,0.12243429,0.032868788,0
247,Micritic_limestone.114,PPL,val,class13_micritic_limestone,/content/PetroVision-Multimodal/data/raw/PPL/val/class13_micritic_limestone/Micritic_limestone.114.jpg,0.07741674,0.04487408,2
248,Micritic_limestone.124,PPL,val,class13_micritic_limestone,/content/PetroVision-Multimodal/data/raw/PPL/val/class13_micritic_limestone/Micritic_limestone.124.jpg,0.0100314375,-0.11676339,2
249,Micritic_limestone.157,PPL,val,class13_micritic_limestone,/content/PetroVision-Multimodal/data/raw/PPL/val/class13_micritic_limestone/Micritic_limestone.157.jpg,0.3511834,-0.22645159,3
250,Micritic_limestone.161,PPL,val,class13_micritic_limestone,/content/PetroVision-Multimodal/data/raw/PPL/val/class13_micritic_limestone/Micritic_limestone.161.jpg,-0.02509869,-0.14564309,2
251,Micritic_limestone.550,PPL,val,class13_micritic_limestone,/content/PetroVision-Multimodal/data/raw/PPL/val/class13_micritic_limestone/Micritic_limestone.550.jpg,-0.13427594,-0.07664733,2
252,Micritic_limestone.68,PPL,val,class13_micritic_limestone,/content/PetroVision-Multimodal/data/raw/PPL/val/class13_micritic_limestone/Micritic_limestone.68.jpg,-0.39315167,-0.03606806,1
253,Micritic_limestone.715,PPL,val,class13_micritic_limestone,/content/PetroVision-Multimodal/data/raw/PPL/val/class13_micritic_limestone/Micritic_limestone.715.jpg,-0.21655937,0.13655002,1
254,Oolitic.1,PPL,val,class17_oolite,/content/PetroVision-Multimodal/data/raw/PPL/val/class17_oolite/Oolitic.1.jpg,0.19702108,-0.069655076,3
255,Oolitic.12,PPL,val,class17_oolite,/content/PetroVision-Multimodal/data/raw/PPL/val/class17_oolite/Oolitic.12.jpg,-0.03129401,-0.14015079,2
256,Oolitic.14,PPL,val,class17_oolite,/content/PetroVision-Multimodal/data/raw/PPL/val/class17_oolite/Oolitic.14.jpg,-0.2800376,-0.074205205,1
257,Oolitic.30,PPL,val,class17_oolite,/content/PetroVision-Multimodal/data/raw/PPL/val/class17_oolite/Oolitic.30.jpg,-0.22669019,0.07775479,1
258,Oolitic.34,PPL,val,class17_oolite,/content/PetroVision-Multimodal/data/raw/PPL/val/class17_oolite/Oolitic.34.jpg,0.07537083,0.113850705,0
259,Oolitic.36,PPL,val,class17_oolite,/content/PetroVision-Multimodal/data/raw/PPL/val/class17_oolite/Oolitic.36.jpg,-0.11190719,0.19502869,1
260,Oolitic.4,PPL,val,class17_oolite,/content/PetroVision-Multimodal/data/raw/PPL/val/class17_oolite/Oolitic.4.jpg,-0.44606462,-0.17591535,1
261,Vug.1256,PPL,val,class22_pore,/content/PetroVision-Multimodal/data/raw/PPL/val/class22_pore/Vug.1256.jpg,0.030031906,0.26654917,2
262,Vug.1340,PPL,val,class22_pore,/content/PetroVision-Multimodal/data/raw/PPL/val/class22_pore/Vug.1340.jpg,0.3230679,-0.015453678,0
263,Vug.336,PPL,val,class22_pore,/content/PetroVision-Multimodal/data/raw/PPL/val/class22_pore/Vug.336.jpg,-0.017553555,0.20464483,2
264,Vug.514,PPL,val,class22_pore,/content/PetroVision-Multimodal/data/raw/PPL/val/class22_pore/Vug.514.jpg,0.16485043,-0.08150906,2
265,Vug.57,PPL,val,class22_pore,/content/PetroVision-Multimodal/data/raw/PPL/val/class22_pore/Vug.57.jpg,0.14765011,0.3222928,0
266,Vug.718,PPL,val,class22_pore,/content/PetroVision-Multimodal/data/raw/PPL/val/class22_pore/Vug.718.jpg,-0.36861968,-0.00718938,1
267,Vug.774,PPL,val,class22_pore,/content/PetroVision-Multimodal/data/raw/PPL/val/class22_pore/Vug.774.jpg,0.15206861,-0.22245151,3
268,Fracture.21,XPL,val,class10_cemented_fracture,/content/PetroVision-Multimodal/data/raw/XPL/val/class10_cemented_fracture/Fracture.21.jpg,0.43764845,-0.011488134,0
269,Fracture.268,XPL,val,class10_cemented_fracture,/content/PetroVision-Multimodal/data/raw/XPL/val/class10_cemented_fracture/Fracture.268.jpg,0.07667801,-0.038400054,2
270,Fracture.280,XPL,val,class10_cemented_fracture,/content/PetroVision-Multimodal/data/raw/XPL/val/class10_cemented_fracture/Fracture.280.jpg,0.2759432,0.09522403,0
271,Fracture.29,XPL,val,class10_cemented_fracture,/content/PetroVision-Multimodal/data/raw/XPL/val/class10_cemented_fracture/Fracture.29.jpg,0.094159864,-0.34384,3
272,Fracture.37,XPL,val,class10_cemented_fracture,/content/PetroVision-Multimodal/data/raw/XPL/val/class10_cemented_fracture/Fracture.37.jpg,0.26978835,-0.05470799,0
273,Fracture.67,XPL,val,class10_cemented_fracture,/content/PetroVision-Multimodal/data/raw/XPL/val/class10_cemented_fracture/Fracture.67.jpg,0.21001811,-0.1870686,3
274,Fracture.87,XPL,val,class10_cemented_fracture,/content/PetroVision-Multimodal/data/raw/XPL/val/class10_cemented_fracture/Fracture.87.jpg,0.29768583,-0.15599582,3
275,Micritic_limestone.155,XPL,val,class13_micritic_limestone,/content/PetroVision-Multimodal/data/raw/XPL/val/class13_micritic_limestone/Micritic_limestone.155.jpg,0.45956174,-0.021600204,0
276,Micritic_limestone.172,XPL,val,class13_micritic_limestone,/content/PetroVision-Multimodal/data/raw/XPL/val/class13_micritic_limestone/Micritic_limestone.172.jpg,-0.0058716293,0.07240852,2
277,Micritic_limestone.278,XPL,val,class13_micritic_limestone,/content/PetroVision-Multimodal/data/raw/XPL/val/class13_micritic_limestone/Micritic_limestone.278.JPG,0.080385916,0.17063591,0
278,Micritic_limestone.5,XPL,val,class13_micritic_limestone,/content/PetroVision-Multimodal/data/raw/XPL/val/class13_micritic_limestone/Micritic_limestone.5.jpg,0.2054007,-0.012239803,0
279,Micritic_limestone.689,XPL,val,class13_micritic_limestone,/content/PetroVision-Multimodal/data/raw/XPL/val/class13_micritic_limestone/Micritic_limestone.689.jpg,0.028915627,0.03954804,0
280,Micritic_limestone.696,XPL,val,class13_micritic_limestone,/content/PetroVision-Multimodal/data/raw/XPL/val/class13_micritic_limestone/Micritic_limestone.696.jpg,0.12809019,-0.150477,3
281,Micritic_limestone.792,XPL,val,class13_micritic_limestone,/content/PetroVision-Multimodal/data/raw/XPL/val/class13_micritic_limestone/Micritic_limestone.792.jpg,0.3073112,-0.02024526,0
282,Oolitic.18,XPL,val,class17_oolite,/content/PetroVision-Multimodal/data/raw/XPL/val/class17_oolite/Oolitic.18.jpg,-0.20095329,-0.055658713,2
283,Oolitic.2,XPL,val,class17_oolite,/content/PetroVision-Multimodal/data/raw/XPL/val/class17_oolite/Oolitic.2.jpg,-0.10639365,0.13185707,2
284,Oolitic.21,XPL,val,class17_oolite,/content/PetroVision-Multimodal/data/raw/XPL/val/class17_oolite/Oolitic.21.jpg,-0.32099608,0.015772287,1
285,Oolitic.27,XPL,val,class17_oolite,/content/PetroVision-Multimodal/data/raw/XPL/val/class17_oolite/Oolitic.27.jpg,-0.5496637,0.16539381,1
286,Oolitic.38,XPL,val,class17_oolite,/content/PetroVision-Multimodal/data/raw/XPL/val/class17_oolite/Oolitic.38.jpg,-0.43026745,0.21802454,1
287,Oolitic.40,XPL,val,class17_oolite,/content/PetroVision-Multimodal/data/raw/XPL/val/class17_oolite/Oolitic.40.jpg,-0.330247,-0.20240265,1
288,Oolitic.7,XPL,val,class17_oolite,/content/PetroVision-Multimodal/data/raw/XPL/val/class17_oolite/Oolitic.7.jpg,-0.3698525,0.012492409,1
289,Vug.1159,XPL,val,class22_pore,/content/PetroVision-Multimodal/data/raw/XPL/val/class22_pore/Vug.1159.jpg,-0.19279723,0.06912474,2
290,Vug.1659,XPL,val,class22_pore,/content/PetroVision-Multimodal/data/raw/XPL/val/class22_pore/Vug.1659.jpg,-0.07007626,-0.102346316,2
291,Vug.1686,XPL,val,class22_pore,/content/PetroVision-Multimodal/data/raw/XPL/val/class22_pore/Vug.1686.jpg,0.07246815,0.10139113,2
292,Vug.1693,XPL,val,class22_pore,/content/PetroVision-Multimodal/data/raw/XPL/val/class22_pore/Vug.1693.jpg,-0.21077846,-0.106723055,2
293,Vug.1731,XPL,val,class22_pore,/content/PetroVision-Multimodal/data/raw/XPL/val/class22_pore/Vug.1731.jpg,0.00079124793,0.117899455,2
294,Vug.1753,XPL,val,class22_pore,/content/PetroVision-Multimodal/data/raw/XPL/val/class22_pore/Vug.1753.jpg,0.10332928,0.15769745,0
295,Vug.412,XPL,val,class22_pore,/content/PetroVision-Multimodal/data/raw/XPL/val/class22_pore/Vug.412.jpg,0.14859377,0.16459209,0
296,Fracture.107,PPL,test,class10_cemented_fracture,/content/PetroVision-Multimodal/data/raw/PPL/test/class10_cemented_fracture/Fracture.107.jpg,0.11531024,-0.4276713,3
297,Fracture.123,PPL,test,class10_cemented_fracture,/content/PetroVision-Multimodal/data/raw/PPL/test/class10_cemented_fracture/Fracture.123.jpg,0.31655225,-0.20403232,3
298,Fracture.129,PPL,test,class10_cemented_fracture,/content/PetroVision-Multimodal/data/raw/PPL/test/class10_cemented_fracture/Fracture.129.jpg,0.30030212,-0.07054905,3
299,Fracture.13,PPL,test,class10_cemented_fracture,/content/PetroVision-Multimodal/data/raw/PPL/test/class10_cemented_fracture/Fracture.13.jpg,0.17462417,-0.1652574,0
300,Fracture.6,PPL,test,class10_cemented_fracture,/content/PetroVision-Multimodal/data/raw/PPL/test/class10_cemented_fracture/Fracture.6.jpg,0.21191286,-0.416208,3
301,Micritic_limestone.142,PPL,test,class13_micritic_limestone,/content/PetroVision-Multimodal/data/raw/PPL/test/class13_micritic_limestone/Micritic_limestone.142.jpg,0.14762326,-0.5056211,3
302,Micritic_limestone.249,PPL,test,class13_micritic_limestone,/content/PetroVision-Multimodal/data/raw/PPL/test/class13_micritic_limestone/Micritic_limestone.249.jpg,0.17777376,0.112455405,0
303,Micritic_limestone.267,PPL,test,class13_micritic_limestone,/content/PetroVision-Multimodal/data/raw/PPL/test/class13_micritic_limestone/Micritic_limestone.267.jpg,-0.031145973,0.10359234,2
304,Micritic_limestone.334,PPL,test,class13_micritic_limestone,/content/PetroVision-Multimodal/data/raw/PPL/test/class13_micritic_limestone/Micritic_limestone.334.jpg,-0.10647514,-0.01861686,2
305,Micritic_limestone.350,PPL,test,class13_micritic_limestone,/content/PetroVision-Multimodal/data/raw/PPL/test/class13_micritic_limestone/Micritic_limestone.350.jpg,0.18396103,-0.4174498,3
306,12,PPL,test,class17_oolite,/content/PetroVision-Multimodal/data/raw/PPL/test/class17_oolite/12.jpg,-0.4853349,0.1524058,1
307,13,PPL,test,class17_oolite,/content/PetroVision-Multimodal/data/raw/PPL/test/class17_oolite/13.jpg,0.20485602,0.041451663,0
308,16,PPL,test,class17_oolite,/content/PetroVision-Multimodal/data/raw/PPL/test/class17_oolite/16.jpg,-0.5424688,0.07667076,1
309,20,PPL,test,class17_oolite,/content/PetroVision-Multimodal/data/raw/PPL/test/class17_oolite/20.jpg,-0.607834,-0.07301863,1
310,7,PPL,test,class17_oolite,/content/PetroVision-Multimodal/data/raw/PPL/test/class17_oolite/7.jpg,-0.39158106,-0.013727622,1
311,Vug.114,PPL,test,class22_pore,/content/PetroVision-Multimodal/data/raw/PPL/test/class22_pore/Vug.114.jpg,0.096326575,-0.44809243,3
312,Vug.527,PPL,test,class22_pore,/content/PetroVision-Multimodal/data/raw/PPL/test/class22_pore/Vug.527.jpg,0.029985307,-0.32767972,3
313,Vug.560,PPL,test,class22_pore,/content/PetroVision-Multimodal/data/raw/PPL/test/class22_pore/Vug.560.jpg,-0.017127441,-0.024039602,2
314,Vug.598,PPL,test,class22_pore,/content/PetroVision-Multimodal/data/raw/PPL/test/class22_pore/Vug.598.jpg,-0.05031527,-0.0023542661,2
315,Vug.824,PPL,test,class22_pore,/content/PetroVision-Multimodal/data/raw/PPL/test/class22_pore/Vug.824.jpg,0.22088695,0.21144295,0
316,Fracture.14,XPL,test,class10_cemented_fracture,/content/PetroVision-Multimodal/data/raw/XPL/test/class10_cemented_fracture/Fracture.14.jpg,0.31740943,0.031597402,0
317,Fracture.142,XPL,test,class10_cemented_fracture,/content/PetroVision-Multimodal/data/raw/XPL/test/class10_cemented_fracture/Fracture.142.jpg,0.1980338,-0.42132857,3
318,Fracture.25,XPL,test,class10_cemented_fracture,/content/PetroVision-Multimodal/data/raw/XPL/test/class10_cemented_fracture/Fracture.25.jpg,0.3425008,0.035135873,0
319,Fracture.26,XPL,test,class10_cemented_fracture,/content/PetroVision-Multimodal/data/raw/XPL/test/class10_cemented_fracture/Fracture.26.jpg,0.36300668,0.09780081,0
